index,period_day,DIANOM-I,DIA-I,Month-I,high_season,TIPOVUELO,Emp-I,Des-I,delay_15
751,night,Friday,20,01,1,I,GLO,SBGL,0
752,night,Sunday,22,01,1,I,GLO,SBGL,0
754,night,Wednesday,25,01,1,I,GLO,SBGL,0
755,night,Friday,27,01,1,I,GLO,SBGL,0
756,night,Monday,30,01,1,I,GLO,SBGL,0
757,night,Saturday,14,01,1,I,GLO,SBFL,0
758,night,Friday,20,01,1,I,GLO,SBFL,0
759,night,Saturday,21,01,1,I,GLO,SBFL,0
760,night,Friday,27,01,1,I,GLO,SBFL,0
761,afternoon,Tuesday,31,01,1,I,GLO,SBGL,0
762,afternoon,Sunday,1,01,1,I,IBE,LEMD,0
763,afternoon,Monday,2,01,1,I,IBE,LEMD,0
764,afternoon,Tuesday,3,01,1,I,IBE,LEMD,0
766,afternoon,Thursday,5,01,1,I,IBE,LEMD,0
767,afternoon,Friday,6,01,1,I,IBE,LEMD,0
769,afternoon,Sunday,8,01,1,I,IBE,LEMD,0
770,afternoon,Monday,9,01,1,I,IBE,LEMD,0
771,afternoon,Tuesday,10,01,1,I,IBE,LEMD,0
772,afternoon,Wednesday,11,01,1,I,IBE,LEMD,0
773,afternoon,Thursday,12,01,1,I,IBE,LEMD,0
777,afternoon,Monday,16,01,1,I,IBE,LEMD,0
778,afternoon,Tuesday,17,01,1,I,IBE,LEMD,0
781,afternoon,Friday,20,01,1,I,IBE,LEMD,0
782,afternoon,Saturday,21,01,1,I,IBE,LEMD,0
783,afternoon,Sunday,22,01,1,I,IBE,LEMD,0
784,afternoon,Monday,23,01,1,I,IBE,LEMD,0
786,afternoon,Wednesday,25,01,1,I,IBE,LEMD,0
787,afternoon,Thursday,26,01,1,I,IBE,LEMD,0
788,afternoon,Friday,27,01,1,I,IBE,LEMD,0
789,afternoon,Saturday,28,01,1,I,IBE,LEMD,0
790,afternoon,Sunday,29,01,1,I,IBE,LEMD,0
791,afternoon,Monday,30,01,1,I,IBE,LEMD,0
792,afternoon,Tuesday,31,01,1,I,IBE,LEMD,0
793,afternoon,Monday,2,01,1,I,KLM,SAEZ,0
794,afternoon,Tuesday,3,01,1,I,KLM,SAEZ,0
795,afternoon,Wednesday,4,01,1,I,KLM,SAEZ,0
796,afternoon,Thursday,5,01,1,I,KLM,SAEZ,0
797,afternoon,Saturday,7,01,1,I,KLM,SAEZ,0
799,afternoon,Tuesday,10,01,1,I,KLM,SAEZ,0
800,afternoon,Wednesday,11,01,1,I,KLM,SAEZ,0
801,afternoon,Thursday,12,01,1,I,KLM,SAEZ,0
804,afternoon,Tuesday,17,01,1,I,KLM,SAEZ,0
805,afternoon,Thursday,19,01,1,I,KLM,SAEZ,0
807,afternoon,Monday,23,01,1,I,KLM,SAEZ,0
808,afternoon,Tuesday,24,01,1,I,KLM,SAEZ,0
815,morning,Monday,2,01,1,I,AVA,SPJC,0
816,morning,Tuesday,3,01,1,I,AVA,SPJC,0
818,morning,Thursday,5,01,1,I,AVA,SPJC,0
819,morning,Friday,6,01,1,I,AVA,SPJC,0
820,morning,Saturday,7,01,1,I,AVA,SPJC,0
821,morning,Sunday,8,01,1,I,AVA,SPJC,0
822,morning,Monday,9,01,1,I,AVA,SPJC,0
823,morning,Tuesday,10,01,1,I,AVA,SPJC,0
824,morning,Wednesday,11,01,1,I,AVA,SPJC,0
825,morning,Thursday,12,01,1,I,AVA,SPJC,0
826,morning,Friday,13,01,1,I,AVA,SPJC,0
827,morning,Saturday,14,01,1,I,AVA,SPJC,0
829,morning,Monday,16,01,1,I,AVA,SPJC,0
831,morning,Wednesday,18,01,1,I,AVA,SPJC,0
832,morning,Thursday,19,01,1,I,AVA,SPJC,0
833,morning,Friday,20,01,1,I,AVA,SPJC,0
834,morning,Saturday,21,01,1,I,AVA,SPJC,0
835,morning,Sunday,22,01,1,I,AVA,SPJC,0
836,morning,Monday,23,01,1,I,AVA,SPJC,0
837,morning,Tuesday,24,01,1,I,AVA,SPJC,0
839,morning,Thursday,26,01,1,I,AVA,SPJC,0
840,morning,Friday,27,01,1,I,AVA,SPJC,0
841,morning,Saturday,28,01,1,I,AVA,SPJC,0
843,morning,Monday,30,01,1,I,AVA,SPJC,0
844,morning,Tuesday,31,01,1,I,AVA,SPJC,0
855,afternoon,Sunday,15,01,1,I,QFU,YSSY,0
865,night,Sunday,1,01,1,I,UAL,KIAH,0
866,night,Monday,2,01,1,I,UAL,KIAH,0
867,night,Tuesday,3,01,1,I,UAL,KIAH,0
868,night,Wednesday,4,01,1,I,UAL,KIAH,0
869,night,Thursday,5,01,1,I,UAL,KIAH,0
870,night,Friday,6,01,1,I,UAL,KIAH,0
871,night,Saturday,7,01,1,I,UAL,KIAH,0
872,night,Sunday,8,01,1,I,UAL,KIAH,0
873,night,Monday,9,01,1,I,UAL,KIAH,0
874,night,Tuesday,10,01,1,I,UAL,KIAH,0
875,night,Wednesday,11,01,1,I,UAL,KIAH,0
876,night,Thursday,12,01,1,I,UAL,KIAH,0
877,night,Friday,13,01,1,I,UAL,KIAH,0
878,night,Saturday,14,01,1,I,UAL,KIAH,0
880,night,Monday,16,01,1,I,UAL,KIAH,0
881,night,Tuesday,17,01,1,I,UAL,KIAH,0
882,night,Wednesday,18,01,1,I,UAL,KIAH,0
883,night,Thursday,19,01,1,I,UAL,KIAH,0
884,night,Friday,20,01,1,I,UAL,KIAH,0
885,night,Saturday,21,01,1,I,UAL,KIAH,0
886,night,Sunday,22,01,1,I,UAL,KIAH,0
887,night,Monday,23,01,1,I,UAL,KIAH,0
888,night,Wednesday,25,01,1,I,UAL,KIAH,0
889,night,Thursday,26,01,1,I,UAL,KIAH,0
891,night,Saturday,28,01,1,I,UAL,KIAH,0
892,night,Sunday,29,01,1,I,UAL,KIAH,0
893,night,Monday,30,01,1,I,UAL,KIAH,0
894,night,Tuesday,31,01,1,I,UAL,KIAH,0
896,afternoon,Wednesday,4,01,1,I,LAP,SGAS,0
902,afternoon,Tuesday,24,01,1,I,LAP,SGAS,0
905,afternoon,Tuesday,31,01,1,I,LAP,SGAS,0
907,afternoon,Sunday,1,01,1,I,TAM,SBGL,0
908,afternoon,Monday,2,01,1,I,TAM,SBGL,0
909,afternoon,Tuesday,3,01,1,I,TAM,SBGL,0
910,afternoon,Wednesday,4,01,1,I,TAM,SBGL,0
911,afternoon,Friday,6,01,1,I,TAM,SBGL,0
912,afternoon,Saturday,7,01,1,I,TAM,SBGL,0
913,afternoon,Monday,9,01,1,I,TAM,SBGL,0
914,afternoon,Tuesday,10,01,1,I,TAM,SBGL,0
916,afternoon,Thursday,12,01,1,I,TAM,SBGL,0
920,afternoon,Monday,16,01,1,I,TAM,SBGL,0
921,afternoon,Tuesday,17,01,1,I,TAM,SBGL,0
922,afternoon,Wednesday,18,01,1,I,TAM,SBGL,0
923,afternoon,Thursday,19,01,1,I,TAM,SBGL,0
924,afternoon,Friday,20,01,1,I,TAM,SBGL,0
926,afternoon,Sunday,22,01,1,I,TAM,SBGL,0
927,afternoon,Monday,23,01,1,I,TAM,SBGL,0
928,afternoon,Tuesday,24,01,1,I,TAM,SBGL,0
929,afternoon,Wednesday,25,01,1,I,TAM,SBGL,0
932,afternoon,Saturday,28,01,1,I,TAM,SBGL,0
933,afternoon,Sunday,29,01,1,I,TAM,SBGL,0
935,afternoon,Tuesday,31,01,1,I,TAM,SBGL,0
936,night,Tuesday,3,01,1,I,TAM,SBGR,0
938,night,Sunday,8,01,1,I,TAM,SBGR,0
940,night,Friday,13,01,1,I,TAM,SBGR,0
941,night,Saturday,14,01,1,I,TAM,SBGR,0
942,night,Sunday,15,01,1,I,TAM,SBGR,0
943,night,Tuesday,17,01,1,I,TAM,SBGR,0
944,night,Friday,20,01,1,I,TAM,SBGR,0
945,night,Saturday,21,01,1,I,TAM,SBGR,0
948,night,Friday,27,01,1,I,TAM,SBGR,0
949,night,Saturday,28,01,1,I,TAM,SBGR,0
952,afternoon,Sunday,1,01,1,I,TAM,SBGR,0
955,afternoon,Wednesday,4,01,1,I,TAM,SBGR,0
957,afternoon,Friday,6,01,1,I,TAM,SBGR,0
958,afternoon,Saturday,7,01,1,I,TAM,SBGR,0
959,afternoon,Sunday,8,01,1,I,TAM,SBGR,0
960,afternoon,Monday,9,01,1,I,TAM,SBGR,0
961,afternoon,Tuesday,10,01,1,I,TAM,SBGR,0
962,afternoon,Wednesday,11,01,1,I,TAM,SBGR,0
963,afternoon,Thursday,12,01,1,I,TAM,SBGR,0
964,afternoon,Friday,13,01,1,I,TAM,SBGR,0
965,afternoon,Saturday,14,01,1,I,TAM,SBGR,0
966,afternoon,Sunday,15,01,1,I,TAM,SBGR,0
970,afternoon,Thursday,19,01,1,I,TAM,SBGR,0
971,afternoon,Friday,20,01,1,I,TAM,SBGR,0
972,afternoon,Saturday,21,01,1,I,TAM,SBGR,0
973,afternoon,Sunday,22,01,1,I,TAM,SBGR,0
974,afternoon,Monday,23,01,1,I,TAM,SBGR,0
975,afternoon,Tuesday,24,01,1,I,TAM,SBGR,0
978,afternoon,Friday,27,01,1,I,TAM,SBGR,0
979,afternoon,Saturday,28,01,1,I,TAM,SBGR,0
980,afternoon,Sunday,29,01,1,I,TAM,SBGR,0
981,afternoon,Monday,30,01,1,I,TAM,SBGR,0
982,afternoon,Tuesday,31,01,1,I,TAM,SBGR,0
983,night,Monday,2,01,1,I,TAM,SBGR,0
984,night,Wednesday,4,01,1,I,TAM,SBGR,0
985,night,Thursday,5,01,1,I,TAM,SBGR,0
986,night,Monday,9,01,1,I,TAM,SBGR,0
988,night,Thursday,12,01,1,I,TAM,SBGR,0
989,night,Monday,16,01,1,I,TAM,SBGR,0
990,night,Wednesday,18,01,1,I,TAM,SBGR,0
992,night,Monday,23,01,1,I,TAM,SBGR,0
993,night,Wednesday,25,01,1,I,TAM,SBGR,0
994,night,Thursday,26,01,1,I,TAM,SBGR,0
995,night,Monday,30,01,1,I,TAM,SBGR,0
997,night,Monday,2,01,1,I,TAM,SBGR,0
998,night,Tuesday,3,01,1,I,TAM,SBGR,0
999,night,Wednesday,4,01,1,I,TAM,SBGR,0
1001,night,Friday,6,01,1,I,TAM,SBGR,0
1002,night,Saturday,7,01,1,I,TAM,SBGR,0
1003,night,Monday,9,01,1,I,TAM,SBGR,0
1005,night,Wednesday,11,01,1,I,TAM,SBGR,0
1006,night,Thursday,12,01,1,I,TAM,SBGR,0
1007,night,Friday,13,01,1,I,TAM,SBGR,0
1008,night,Saturday,14,01,1,I,TAM,SBGR,0
1009,night,Sunday,15,01,1,I,TAM,SBGR,0
1010,night,Monday,16,01,1,I,TAM,SBGR,0
1011,night,Tuesday,17,01,1,I,TAM,SBGR,0
1012,night,Wednesday,18,01,1,I,TAM,SBGR,0
1013,night,Thursday,19,01,1,I,TAM,SBGR,0
1014,night,Friday,20,01,1,I,TAM,SBGR,0
1015,night,Saturday,21,01,1,I,TAM,SBGR,0
1016,night,Sunday,22,01,1,I,TAM,SBGR,0
1017,night,Monday,23,01,1,I,TAM,SBGR,0
1019,night,Wednesday,25,01,1,I,TAM,SBGR,0
1020,night,Thursday,26,01,1,I,TAM,SBGR,0
1023,night,Sunday,29,01,1,I,TAM,SBGR,0
1024,night,Monday,30,01,1,I,TAM,SBGR,0
1025,night,Tuesday,31,01,1,I,TAM,SBGR,0
1026,afternoon,Tuesday,3,01,1,I,TAM,SBGR,0
1028,afternoon,Friday,6,01,1,I,TAM,SBGR,0
1029,afternoon,Tuesday,10,01,1,I,TAM,SBGR,0
1030,afternoon,Friday,13,01,1,I,TAM,SBGR,0
1031,afternoon,Monday,16,01,1,I,TAM,SBGR,0
1032,afternoon,Tuesday,17,01,1,I,TAM,SBGR,0
1033,afternoon,Wednesday,18,01,1,I,TAM,SBGR,0
1034,afternoon,Friday,20,01,1,I,TAM,SBGR,0
1035,afternoon,Monday,23,01,1,I,TAM,SBGR,0
1036,afternoon,Tuesday,24,01,1,I,TAM,SBGR,0
1037,afternoon,Friday,27,01,1,I,TAM,SBGR,0
1038,afternoon,Monday,30,01,1,I,TAM,SBGR,0
1039,afternoon,Tuesday,31,01,1,I,TAM,SBGR,0
1041,afternoon,Tuesday,3,01,1,I,TAM,SBGL,0
1043,afternoon,Thursday,5,01,1,I,TAM,SBGL,0
1045,afternoon,Tuesday,10,01,1,I,TAM,SBGL,0
1046,afternoon,Wednesday,11,01,1,I,TAM,SBGL,0
1047,afternoon,Thursday,12,01,1,I,TAM,SBGL,0
1048,afternoon,Monday,16,01,1,I,TAM,SBGL,0
1051,afternoon,Thursday,19,01,1,I,TAM,SBGL,0
1052,afternoon,Monday,23,01,1,I,TAM,SBGL,0
1054,afternoon,Wednesday,25,01,1,I,TAM,SBGL,0
1055,afternoon,Thursday,26,01,1,I,TAM,SBGL,0
1056,afternoon,Monday,30,01,1,I,TAM,SBGL,0
1057,afternoon,Tuesday,31,01,1,I,TAM,SBGL,0
1060,night,Monday,9,01,1,I,TAM,SPJC,0
1063,night,Wednesday,18,01,1,I,TAM,SPJC,0
1064,night,Monday,23,01,1,I,TAM,SPJC,0
1065,night,Wednesday,25,01,1,I,TAM,SPJC,0
1066,night,Monday,30,01,1,I,TAM,SPJC,0
1069,morning,Tuesday,3,01,1,I,TAM,SBGL,0
1070,morning,Wednesday,4,01,1,I,TAM,SBGL,0
1073,morning,Sunday,8,01,1,I,TAM,SBGL,0
1074,morning,Monday,9,01,1,I,TAM,SBGL,0
1078,morning,Friday,13,01,1,I,TAM,SBGL,0
1080,morning,Sunday,15,01,1,I,TAM,SBGL,0
1081,morning,Monday,16,01,1,I,TAM,SBGL,0
1083,afternoon,Sunday,1,01,1,I,TAM,SBGL,0
1084,afternoon,Monday,2,01,1,I,TAM,SBGL,0
1085,afternoon,Tuesday,3,01,1,I,TAM,SBGL,0
1086,afternoon,Wednesday,4,01,1,I,TAM,SBGL,0
1087,afternoon,Thursday,5,01,1,I,TAM,SBGL,0
1088,afternoon,Friday,6,01,1,I,TAM,SBGL,0
1089,afternoon,Saturday,7,01,1,I,TAM,SBGL,0
1090,afternoon,Sunday,8,01,1,I,TAM,SBGL,0
1091,afternoon,Monday,9,01,1,I,TAM,SBGL,0
1092,afternoon,Tuesday,10,01,1,I,TAM,SBGL,0
1093,afternoon,Wednesday,11,01,1,I,TAM,SBGL,0
1094,afternoon,Thursday,12,01,1,I,TAM,SBGL,0
1096,afternoon,Saturday,14,01,1,I,TAM,SBGL,0
1097,afternoon,Sunday,15,01,1,I,TAM,SBGL,0
1101,afternoon,Thursday,19,01,1,I,TAM,SBGL,0
1103,afternoon,Saturday,21,01,1,I,TAM,SBGL,0
1105,afternoon,Monday,23,01,1,I,TAM,SBGL,0
1106,afternoon,Tuesday,24,01,1,I,TAM,SBGL,0
1107,afternoon,Wednesday,25,01,1,I,TAM,SBGL,0
1111,afternoon,Sunday,29,01,1,I,TAM,SBGL,0
1113,afternoon,Tuesday,31,01,1,I,TAM,SBGL,0
1116,night,Tuesday,3,01,1,I,TAM,SPJC,0
1117,night,Wednesday,4,01,1,I,TAM,SPJC,0
1118,night,Thursday,5,01,1,I,TAM,SPJC,0
1125,night,Thursday,12,01,1,I,TAM,SPJC,0
1126,night,Friday,13,01,1,I,TAM,SPJC,0
1131,night,Wednesday,18,01,1,I,TAM,SPJC,0
1133,night,Friday,20,01,1,I,TAM,SPJC,0
1134,night,Saturday,21,01,1,I,TAM,SPJC,0
1138,night,Wednesday,25,01,1,I,TAM,SPJC,0
1139,night,Thursday,26,01,1,I,TAM,SPJC,0
1140,night,Friday,27,01,1,I,TAM,SPJC,0
1141,night,Saturday,28,01,1,I,TAM,SPJC,0
1142,night,Sunday,29,01,1,I,TAM,SPJC,0
1143,night,Monday,30,01,1,I,TAM,SPJC,0
1144,night,Tuesday,31,01,1,I,TAM,SPJC,0
1146,morning,Monday,2,01,1,I,TAM,SBGR,0
1149,morning,Thursday,5,01,1,I,TAM,SBGR,0
1150,morning,Friday,6,01,1,I,TAM,SBGR,0
1153,morning,Monday,9,01,1,I,TAM,SBGR,0
1154,morning,Tuesday,10,01,1,I,TAM,SBGR,0
1158,morning,Sunday,15,01,1,I,TAM,SBGR,0
1160,morning,Tuesday,17,01,1,I,TAM,SBGR,0
1161,morning,Wednesday,18,01,1,I,TAM,SBGR,0
1162,morning,Thursday,19,01,1,I,TAM,SBGR,0
1165,morning,Sunday,22,01,1,I,TAM,SBGR,0
1166,morning,Monday,23,01,1,I,TAM,SBGR,0
1168,morning,Wednesday,25,01,1,I,TAM,SBGR,0
1169,morning,Thursday,26,01,1,I,TAM,SBGR,0
1170,morning,Friday,27,01,1,I,TAM,SBGR,0
1181,afternoon,Wednesday,18,01,1,I,TAM,SBGR,0
1182,afternoon,Monday,23,01,1,I,TAM,SBGR,0
1183,afternoon,Tuesday,24,01,1,I,TAM,SBGR,0
1187,afternoon,Tuesday,31,01,1,I,TAM,SBGR,0
1188,afternoon,Sunday,1,01,1,I,TAM,SBGL,0
1189,afternoon,Friday,6,01,1,I,TAM,SBGL,0
1191,afternoon,Sunday,8,01,1,I,TAM,SBGL,0
1192,afternoon,Friday,13,01,1,I,TAM,SBGL,0
1194,afternoon,Sunday,15,01,1,I,TAM,SBGL,0
1197,afternoon,Sunday,22,01,1,I,TAM,SBGL,0
1198,afternoon,Friday,27,01,1,I,TAM,SBGL,0
1202,night,Saturday,7,01,1,I,TAM,SBGL,0
1203,night,Sunday,8,01,1,I,TAM,SBGL,0
1205,night,Saturday,14,01,1,I,TAM,SBGL,0
1206,night,Sunday,15,01,1,I,TAM,SBGL,0
1207,night,Monday,16,01,1,I,TAM,SBGL,0
1208,night,Saturday,21,01,1,I,TAM,SBGL,0
1210,night,Monday,23,01,1,I,TAM,SBGL,0
1211,night,Saturday,28,01,1,I,TAM,SBGL,0
1213,night,Monday,30,01,1,I,TAM,SBGL,0
1214,afternoon,Saturday,21,01,1,I,TAM,SBGR,0
1215,afternoon,Saturday,28,01,1,I,TAM,SBGR,0
1216,morning,Thursday,5,01,1,I,TAM,SBFL,0
1218,night,Friday,13,01,1,I,TAM,SBGR,0
1219,morning,Tuesday,3,01,1,I,TAM,SBFI,0
1221,morning,Sunday,1,01,1,N,SKU,SCTE,0
1222,morning,Monday,2,01,1,N,SKU,SCTE,0
1223,morning,Tuesday,3,01,1,N,SKU,SCTE,0
1224,morning,Wednesday,4,01,1,N,SKU,SCTE,0
1225,morning,Thursday,5,01,1,N,SKU,SCTE,0
1227,morning,Saturday,7,01,1,N,SKU,SCTE,0
1228,morning,Sunday,8,01,1,N,SKU,SCTE,0
1229,morning,Monday,9,01,1,N,SKU,SCTE,0
1230,morning,Tuesday,10,01,1,N,SKU,SCTE,0
1231,morning,Wednesday,11,01,1,N,SKU,SCTE,0
1232,morning,Thursday,12,01,1,N,SKU,SCTE,0
1233,morning,Friday,13,01,1,N,SKU,SCTE,0
1236,morning,Monday,16,01,1,N,SKU,SCTE,0
1237,morning,Tuesday,17,01,1,N,SKU,SCTE,0
1238,morning,Wednesday,18,01,1,N,SKU,SCTE,0
1239,morning,Thursday,19,01,1,N,SKU,SCTE,0
1240,morning,Friday,20,01,1,N,SKU,SCTE,0
1242,morning,Sunday,22,01,1,N,SKU,SCTE,0
1243,morning,Monday,23,01,1,N,SKU,SCTE,0
1244,morning,Tuesday,24,01,1,N,SKU,SCTE,0
1245,morning,Wednesday,25,01,1,N,SKU,SCTE,0
1246,morning,Thursday,26,01,1,N,SKU,SCTE,0
1247,morning,Friday,27,01,1,N,SKU,SCTE,0
1248,morning,Saturday,28,01,1,N,SKU,SCTE,0
1249,morning,Sunday,29,01,1,N,SKU,SCTE,0
1250,morning,Monday,30,01,1,N,SKU,SCTE,0
1251,morning,Tuesday,31,01,1,N,SKU,SCTE,0
1252,afternoon,Monday,2,01,1,N,SKU,SCCI,0
1253,afternoon,Wednesday,4,01,1,N,SKU,SCCI,0
1255,afternoon,Saturday,7,01,1,N,SKU,SCCI,0
1256,afternoon,Monday,9,01,1,N,SKU,SCCI,0
1257,afternoon,Wednesday,11,01,1,N,SKU,SCCI,0
1258,afternoon,Thursday,12,01,1,N,SKU,SCCI,0
1260,afternoon,Monday,16,01,1,N,SKU,SCCI,0
1262,afternoon,Thursday,19,01,1,N,SKU,SCCI,0
1263,afternoon,Saturday,21,01,1,N,SKU,SCCI,0
1266,afternoon,Thursday,26,01,1,N,SKU,SCCI,0
1267,afternoon,Saturday,28,01,1,N,SKU,SCCI,0
1268,afternoon,Monday,30,01,1,N,SKU,SCCI,0
1269,morning,Sunday,1,01,1,N,SKU,SCCI,0
1271,morning,Tuesday,3,01,1,N,SKU,SCCI,0
1272,morning,Wednesday,4,01,1,N,SKU,SCCI,0
1273,morning,Thursday,5,01,1,N,SKU,SCCI,0
1274,morning,Friday,6,01,1,N,SKU,SCCI,0
1275,morning,Saturday,7,01,1,N,SKU,SCCI,0
1277,morning,Monday,9,01,1,N,SKU,SCCI,0
1278,morning,Tuesday,10,01,1,N,SKU,SCCI,0
1279,morning,Wednesday,11,01,1,N,SKU,SCCI,0
1280,morning,Thursday,12,01,1,N,SKU,SCCI,0
1283,morning,Sunday,15,01,1,N,SKU,SCCI,0
1284,morning,Monday,16,01,1,N,SKU,SCCI,0
1285,morning,Tuesday,17,01,1,N,SKU,SCCI,0
1286,morning,Wednesday,18,01,1,N,SKU,SCCI,0
1287,morning,Thursday,19,01,1,N,SKU,SCCI,0
1288,morning,Friday,20,01,1,N,SKU,SCCI,0
1289,morning,Saturday,21,01,1,N,SKU,SCCI,0
1290,morning,Sunday,22,01,1,N,SKU,SCCI,0
1291,morning,Monday,23,01,1,N,SKU,SCCI,0
1292,morning,Tuesday,24,01,1,N,SKU,SCCI,0
1294,morning,Thursday,26,01,1,N,SKU,SCCI,0
1296,morning,Saturday,28,01,1,N,SKU,SCCI,0
1297,morning,Sunday,29,01,1,N,SKU,SCCI,0
1298,morning,Monday,30,01,1,N,SKU,SCCI,0
1299,morning,Tuesday,31,01,1,N,SKU,SCCI,0
1300,afternoon,Tuesday,3,01,1,N,SKU,SCNT,0
1301,morning,Friday,6,01,1,N,SKU,SCNT,0
1302,morning,Sunday,8,01,1,N,SKU,SCNT,0
1307,morning,Friday,20,01,1,N,SKU,SCNT,0
1309,afternoon,Tuesday,24,01,1,N,SKU,SCNT,0
1310,morning,Friday,27,01,1,N,SKU,SCNT,0
1311,morning,Sunday,29,01,1,N,SKU,SCNT,0
1312,afternoon,Tuesday,31,01,1,N,SKU,SCNT,0
1313,morning,Sunday,1,01,1,N,SKU,SCTE,0
1314,morning,Monday,2,01,1,N,SKU,SCTE,0
1315,morning,Tuesday,3,01,1,N,SKU,SCTE,0
1317,morning,Thursday,5,01,1,N,SKU,SCTE,0
1318,morning,Friday,6,01,1,N,SKU,SCTE,0
1319,morning,Saturday,7,01,1,N,SKU,SCTE,0
1321,morning,Monday,9,01,1,N,SKU,SCTE,0
1322,morning,Tuesday,10,01,1,N,SKU,SCTE,0
1323,morning,Wednesday,11,01,1,N,SKU,SCTE,0
1324,morning,Thursday,12,01,1,N,SKU,SCTE,0
1325,morning,Friday,13,01,1,N,SKU,SCTE,0
1326,morning,Saturday,14,01,1,N,SKU,SCTE,0
1327,morning,Sunday,15,01,1,N,SKU,SCTE,0
1328,morning,Monday,16,01,1,N,SKU,SCTE,0
1329,morning,Tuesday,17,01,1,N,SKU,SCTE,0
1330,morning,Wednesday,18,01,1,N,SKU,SCTE,0
1331,morning,Thursday,19,01,1,N,SKU,SCTE,0
1332,morning,Friday,20,01,1,N,SKU,SCTE,0
1333,morning,Saturday,21,01,1,N,SKU,SCTE,0
1334,morning,Sunday,22,01,1,N,SKU,SCTE,0
1335,morning,Monday,23,01,1,N,SKU,SCTE,0
1337,morning,Wednesday,25,01,1,N,SKU,SCTE,0
1338,morning,Thursday,26,01,1,N,SKU,SCTE,0
1339,morning,Friday,27,01,1,N,SKU,SCTE,0
1341,morning,Sunday,29,01,1,N,SKU,SCTE,0
1343,morning,Tuesday,31,01,1,N,SKU,SCTE,0
1344,afternoon,Tuesday,3,01,1,N,SKU,SCTE,0
1347,afternoon,Tuesday,10,01,1,N,SKU,SCTE,0
1348,afternoon,Thursday,12,01,1,N,SKU,SCTE,0
1350,afternoon,Tuesday,17,01,1,N,SKU,SCTE,0
1351,afternoon,Thursday,19,01,1,N,SKU,SCTE,0
1352,afternoon,Saturday,21,01,1,N,SKU,SCTE,0
1353,afternoon,Tuesday,24,01,1,N,SKU,SCTE,0
1354,afternoon,Thursday,26,01,1,N,SKU,SCTE,0
1355,afternoon,Saturday,28,01,1,N,SKU,SCTE,0
1357,afternoon,Sunday,1,01,1,N,SKU,SCTE,0
1358,afternoon,Monday,2,01,1,N,SKU,SCBA,0
1359,afternoon,Wednesday,4,01,1,N,SKU,SCBA,0
1360,afternoon,Friday,6,01,1,N,SKU,SCBA,0
1361,afternoon,Sunday,8,01,1,N,SKU,SCBA,0
1362,afternoon,Monday,9,01,1,N,SKU,SCBA,0
1364,afternoon,Friday,13,01,1,N,SKU,SCBA,0
1365,afternoon,Sunday,15,01,1,N,SKU,SCBA,0
1366,afternoon,Monday,16,01,1,N,SKU,SCBA,0
1367,afternoon,Wednesday,18,01,1,N,SKU,SCBA,0
1368,afternoon,Friday,20,01,1,N,SKU,SCBA,0
1369,afternoon,Sunday,22,01,1,N,SKU,SCBA,0
1370,afternoon,Monday,23,01,1,N,SKU,SCBA,0
1371,afternoon,Wednesday,25,01,1,N,SKU,SCBA,0
1373,afternoon,Sunday,29,01,1,N,SKU,SCBA,0
1374,afternoon,Monday,30,01,1,N,SKU,SCBA,0
1375,afternoon,Friday,6,01,1,N,SKU,SCTE,0
1376,afternoon,Sunday,8,01,1,N,SKU,SCTE,0
1377,afternoon,Friday,13,01,1,N,SKU,SCTE,0
1378,afternoon,Sunday,15,01,1,N,SKU,SCTE,0
1379,afternoon,Friday,20,01,1,N,SKU,SCTE,0
1380,afternoon,Sunday,22,01,1,N,SKU,SCTE,0
1382,afternoon,Sunday,29,01,1,N,SKU,SCTE,0
1383,night,Sunday,1,01,1,N,SKU,SCTE,0
1384,night,Monday,2,01,1,N,SKU,SCTE,0
1385,night,Tuesday,3,01,1,N,SKU,SCTE,0
1386,night,Wednesday,4,01,1,N,SKU,SCTE,0
1387,night,Thursday,5,01,1,N,SKU,SCTE,0
1389,night,Sunday,8,01,1,N,SKU,SCTE,0
1390,night,Monday,9,01,1,N,SKU,SCTE,0
1392,night,Wednesday,11,01,1,N,SKU,SCTE,0
1393,night,Thursday,12,01,1,N,SKU,SCTE,0
1395,night,Sunday,15,01,1,N,SKU,SCTE,0
1396,night,Monday,16,01,1,N,SKU,SCTE,0
1399,night,Thursday,19,01,1,N,SKU,SCTE,0
1401,night,Sunday,22,01,1,N,SKU,SCTE,0
1402,night,Monday,23,01,1,N,SKU,SCTE,0
1403,night,Tuesday,24,01,1,N,SKU,SCTE,0
1404,night,Wednesday,25,01,1,N,SKU,SCTE,0
1405,night,Thursday,26,01,1,N,SKU,SCTE,0
1406,night,Friday,27,01,1,N,SKU,SCTE,0
1407,night,Sunday,29,01,1,N,SKU,SCTE,0
1408,night,Monday,30,01,1,N,SKU,SCTE,0
1409,night,Tuesday,31,01,1,N,SKU,SCTE,0
1410,morning,Sunday,1,01,1,N,SKU,SCVD,0
1411,morning,Monday,2,01,1,N,SKU,SCVD,0
1413,morning,Thursday,5,01,1,N,SKU,SCVD,0
1414,morning,Friday,6,01,1,N,SKU,SCVD,0
1416,morning,Monday,9,01,1,N,SKU,SCVD,0
1419,morning,Friday,13,01,1,N,SKU,SCVD,0
1420,morning,Sunday,15,01,1,N,SKU,SCVD,0
1422,morning,Wednesday,18,01,1,N,SKU,SCVD,0
